id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36065730,Commercial Drive Character Home and Garden,127733010,Tanya,,Kensington-Cedar Cottage,49.25116,-123.06571,Entire home/apt,,3,28,2025-08-03,0.38,1,5,7,Municipal registration number: 25-156610<br />Provincial registration number: H024705610
36069114,MEEM LOFT - a creative studio space in Mt.Pleasant,99742848,Minahil & Mustaali,,Strathcona,49.26745,-123.09589,Entire home/apt,296,2,238,2025-07-20,3.21,1,58,50,Municipal registration number: 25-156305<br />Provincial registration number: H248165619
36078854,2 B-2 B My Beautifully  Renovated Home in Kits,145231749,Alberto,,Kitsilano,49.26966,-123.17164,Entire home/apt,150,90,0,,,1,101,0,
36080573,Cozy Condo in the Heart of Vancouver,194562653,Farouk,,Mount Pleasant,49.26318,-123.09845,Entire home/apt,135,90,10,2024-09-03,0.14,1,329,1,
36104697,Private suite in a Craftsman home,52815202,Jason,,Hastings-Sunrise,49.28524,-123.04664,Entire home/apt,,90,0,,,1,0,0,Municipal registration number: 20-203239
36112319,"quiet near airport, per head accommodation",271096826,Joesfina,,Killarney,49.2075,-123.05633,Private room,,90,1,2020-01-03,0.01,3,0,0,Municipal registration number: 19-258854
36112328,quiet place near airport acomodation per bedroom,271096826,Joesfina,,Killarney,49.20629,-123.05634,Private room,,90,0,,,3,0,0,Municipal registration number: 19-258854
36182407,Newly updated 1 BD w/2 Offices @the Heart of W.End,238308886,Terry,,West End,49.29174,-123.13352,Entire home/apt,149,90,11,2024-09-02,0.19,7,234,1,
36184209,Room in Charming Fraserhood Home Near Downtown,5154126,Connie,,Kensington-Cedar Cottage,49.25091,-123.08788,Private room,,90,11,2023-03-09,0.16,2,0,0,Municipal registration number: 21-157985
36184870,Ground Floor One Bedroom Suite with Garden Patio,191022159,Raphael,,Grandview-Woodland,49.28134,-123.06222,Entire home/apt,114,2,182,2025-08-03,2.47,1,272,56,Municipal registration number: 24-157765<br />Provincial registration number: H100605139
36278151,Explore Metro Vancouver in a Luxury home,272848813,Ray,,Sunset,49.21694,-123.07877,Entire home/apt,,90,0,,,1,0,0,
36299582,Cozy studio suite in beautiful Kitsilano!,13141879,Justin,,Kitsilano,49.26327,-123.17857,Entire home/apt,172,2,99,2025-07-30,1.36,1,128,30,Municipal registration number: 25-157046<br />Provincial registration number: H185194904
36306517,"""Beach House"" at World Famous Kits Beach!!",273045425,John,,Kitsilano,49.27336,-123.15766,Entire home/apt,467,4,121,2025-07-14,1.63,2,12,24,Municipal registration number: 25-156347<br />Provincial registration number: H558761161
36324641,Modern & Chic 2 Bedroom Suite in Mt. Pleasant,2442117,Serey,,Mount Pleasant,49.26172,-123.10788,Entire home/apt,227,3,47,2024-09-08,1.01,1,15,2,Municipal registration number: 25-156670<br />Provincial registration number: H705355825
36360519,"2 Bed Suite, near UBC & 15 mins to Downtown",3037440,Dawn,,West Point Grey,49.26102,-123.20051,Entire home/apt,303,3,105,2025-07-21,1.44,1,149,15,Municipal registration number: 25-156666<br />Provincial registration number: H772173934
36419226,Mt. Pleasant Carriage House,21028135,Alex,,Mount Pleasant,49.25982,-123.10917,Entire home/apt,,90,57,2020-03-29,0.77,1,0,0,Municipal registration number: 20-162524
36479496,Great modern condo next to The Drive,2738423,Laurence,,Grandview-Woodland,49.2769,-123.06862,Entire home/apt,189,4,22,2025-05-08,0.31,1,107,8,Municipal registration number: 24-157886<br />Provincial registration number: H583970343
36480754,"Family-friendly home near skytrain and ""The Drive""",90104802,Rick,,Kensington-Cedar Cottage,49.26214,-123.05763,Entire home/apt,,90,3,2019-09-01,0.04,1,0,0,Municipal registration number: 19-245823
36575124,Good 1 bedroom apt. near Metro Yaletown Roundhouse,27623916,Chongsoo,,Downtown,49.27862,-123.12208,Entire home/apt,113,180,2,2022-07-24,0.04,1,352,0,
36590526,WorldMark Vancouver - The Canadian One-Bedroom,266083019,Extra Holidays®,,Downtown,49.27968749999999,-123.1259891,Private room,,90,0,,,2,99,0,Municipal registration number: Exempt
36590559,WorldMark Vancouver - The Canadian Two-Bedroom,266083019,Extra Holidays®,,Downtown,49.27968749999999,-123.1259891,Private room,,90,4,2024-10-26,0.16,2,70,1,Municipal registration number: Exempt
36607644,Peaceful Oasis in Heart of Mount Pleasant,1705638,Gurjot,,Mount Pleasant,49.26206,-123.09696,Entire home/apt,,90,30,2023-10-22,0.41,1,89,0,Municipal registration number: 22-156828
36670366,Room with a beautiful view of Vancouver,275619946,Chak Shing,,Arbutus Ridge,49.24835,-123.16907,Private room,153,1,424,2025-08-08,5.78,1,229,94,Municipal registration number: 25-156352<br />Provincial registration number: H027077312
36672683,Beautiful Kitsilano Oasis,42994727,Meg,,Kitsilano,49.26441,-123.15387,Entire home/apt,119,90,28,2019-12-21,0.38,1,358,0,Municipal registration number: 19-266705
36730149,Burrardview family home. Water/mountain views,170940042,Allison,,Hastings-Sunrise,49.29277,-123.04673,Entire home/apt,,90,9,2022-09-05,0.12,1,0,0,Municipal registration number: 19-267295
36839202,Little White House,276743614,Robin,,Arbutus Ridge,49.25413,-123.1711,Private room,148,2,127,2025-08-07,1.74,1,136,15,Municipal registration number: 25-156846<br />Provincial registration number: H826062365
36841352,Affordable Downtown Bachelor Suite with Parking,276901415,Randy,,Downtown,49.2751,-123.11775,Entire home/apt,,90,8,2020-03-10,0.11,1,0,0,Municipal registration number: 71-101096
36884302,"STYLISH, COZY and PERFECT LOCATION",23592991,Shannon,,Mount Pleasant,49.26547,-123.10135,Entire home/apt,413,90,2,2024-12-09,0.04,1,270,1,Municipal registration number: 19-278088
36894206,温哥华 西区01,182752945,艾米,,Fairview,49.25968399022636,-123.13753836934801,Private room,167,90,3,2024-09-14,0.24,4,269,2,Municipal registration number: Exempt
36943276,A Cook's Dream right in the City,64480762,Janet,,Grandview-Woodland,49.27502,-123.05987,Entire home/apt,276,2,43,2025-07-27,1.72,1,4,13,Municipal registration number: 25-157668<br />Provincial registration number: H861243971
36988462,"Pet friendly, large 2 br suite, great location.",277727201,Robert,,Renfrew-Collingwood,49.25727,-123.03869,Entire home/apt,151,3,176,2025-07-28,2.40,1,130,24,Municipal registration number: 22-156841<br />Provincial registration number: PM936365221
37007062,Central Location/Foodie Paradise/Family Friendly,23032753,David-Dj,,Riley Park,49.25123,-123.09421,Entire home/apt,,90,35,2020-03-15,0.49,1,0,0,Municipal registration number: 19-270683
37018018,Great location! 5mins walk to SkyTrain/Cinema/T&T,50946994,Martin,,Marpole,49.21305,-123.11729,Entire home/apt,151,1,387,2025-07-16,5.38,1,143,103,Municipal registration number: 25-156577<br />Provincial registration number: H522564302
37026632,Private 3 BDR Point Grey area in Vancouver,278406335,Summer,,West Point Grey,49.26312,-123.18705,Entire home/apt,,90,4,2019-08-13,0.05,1,0,0,Municipal registration number: 21-158054
37057203,Million dollar views with wall to wall windows!,238954906,Warren,,Downtown Eastside,49.282975,-123.1080839,Entire home/apt,540,3,101,2025-08-07,1.39,1,79,52,Municipal registration number: 25-158059<br />Provincial registration number: H746034419
37063539,Kitsilano house steps away from Ocean,192924537,Kumiko Seto,,Kitsilano,49.27184,-123.17601,Entire home/apt,523,3,105,2025-08-06,1.45,1,225,25,Municipal registration number: 25-156722<br />Provincial registration number: H900488748
37117135,2 bedrooms Penthouse condo in downtown Vancouver,134766121,Angel,,Downtown,49.27941,-123.12302,Entire home/apt,,5,14,2025-03-29,0.19,2,0,1,Municipal registration number: 25-180787<br />Provincial registration number: H696040460
37130562,Garden home in popular quiet tree-lined Kitsilano,159165445,Jin,,Kitsilano,49.26096,-123.14625,Entire home/apt,353,2,352,2025-08-08,4.81,1,302,72,Municipal registration number: 25-156497<br />Provincial registration number: H832727242
37130916,蘑菇小屋提供单独出入的私人空间，无需与房东共享任何设施，单独的卧室，单独的洗手间，还有完整的厨房,42868090,Joe,,Renfrew-Collingwood,49.25031,-123.04926,Entire home/apt,,90,55,2021-07-31,0.76,1,0,0,Municipal registration number: 21-158130
37150050,"🌱Garden Suite in Central Vancouver,15min Downtown",197503967,Emily,,Kensington-Cedar Cottage,49.24288,-123.07547,Entire home/apt,204,1,183,2025-07-12,2.51,1,261,18,Municipal registration number: 25-156358<br />Provincial registration number: H218514133
37163037,Heart of Vancouver -Beautiful downtown condo,279629402,Suzanne,,Downtown,49.27952,-123.11905,Entire home/apt,145,90,26,2024-09-14,0.37,1,240,1,
37168261,Walk to the ocean! 1BR ground lvl apt in Kitsilano,130786393,Tatiana,,Kitsilano,49.26613,-123.17551,Entire home/apt,,90,22,2020-08-20,0.30,1,0,0,Municipal registration number: 20-161991
37176044,Woodland Homestay Room #4,191577153,John,,Kensington-Cedar Cottage,49.26102,-123.07556,Private room,36,90,19,2025-05-08,0.31,2,230,1,
37181228,*DOWNTOWN Granville Vancouver*  1BR 1BA w/ Views!,262528648,Paola,,Downtown,49.27886,-123.12598,Entire home/apt,,180,0,,,1,0,0,
37209961,"Luxury 2 bed, 2 bath in the heart of Vancouver",48396717,Vicki,,Kitsilano,49.26676,-123.14633,Entire home/apt,393,30,5,2025-07-18,0.19,1,222,3,Municipal registration number: 25-214346<br />Provincial registration number: H628011208
37260566,Quiet and cozy room close to Langara 10 mins to dt,132646150,Carrie,,Oakridge,49.22286,-123.11803,Private room,91,90,1,2020-01-21,0.01,1,270,0,
37261304,Modern one bedroom Yaletown Vancouver,95217850,Mauricio,,Downtown,49.27592,-123.11253,Entire home/apt,144,90,3,2020-11-22,0.04,29,356,0,
37321660,A Privacy Suite @Cambie 41 House,282667018,Xiaoli,,Riley Park,49.23523,-123.11211,Private room,146,1,561,2025-07-25,7.65,1,116,107,Municipal registration number: 25-156405<br />Provincial registration number: H243492655
37330480,5⭐ Suite next to Regional Park & Close to UBC,281112898,Ciprian,,Dunbar Southlands,49.25183,-123.19204,Entire home/apt,167,2,198,2025-07-16,2.89,1,260,32,Municipal registration number: 25-156360<br />Provincial registration number: H699673935
37331659,"The Designist: DT w/Water Views, Pool, Parking, AC",281145546,Ben,,Downtown,49.278992,-123.107346,Entire home/apt,335,2,121,2025-08-03,1.67,1,63,26,Municipal registration number: 25-156747<br />Provincial registration number: H662557416
37337028,Home Away From Home,281242782,Karol And Nicolle,,South Cambie,49.25537,-123.11721,Entire home/apt,,90,1,2019-08-21,0.01,1,0,0,Municipal registration number: 19-161090
37366064,1-Bed Cozy Native Art Collector's Suite!,262434133,Mary Ann,,Grandview-Woodland,49.28604,-123.05791,Entire home/apt,,90,6,2019-10-02,0.08,1,0,0,Municipal registration number: 19-162158
37370692,West-Coast Boudoir - Spacious Private bedroom,12310952,Cléo & Carl,,Marpole,49.21428,-123.11293,Private room,94,90,13,2024-03-04,0.19,5,313,0,
37493589,"Bright, Light and Airy Eco-Kitsilano Garden Suite!",16073196,Roberta,,Kitsilano,49.26212,-123.18366,Entire home/apt,264,7,65,2025-07-22,0.90,1,129,16,Municipal registration number: 25-156368<br />Provincial registration number: H999267472
37499401,"Comfortable spacious, clean two bedroom apartment",6495937,Janet,,Kensington-Cedar Cottage,49.24972,-123.07057,Entire home/apt,140,4,4,2019-09-03,0.05,2,6,0,Municipal registration number: 25-157047<br />Provincial registration number: H024727755
37526079,"Modern Garden Suite, close to Skytrain & the Drive",222864999,Neema + Tim,,Kensington-Cedar Cottage,49.25759760276214,-123.06802857667208,Entire home/apt,143,2,261,2025-08-07,3.73,1,182,69,Municipal registration number: 25-156585<br />Provincial registration number: H576497116
37592253,Licensed 2025 Gallery Mira!  Close to downtown!,284013208,Mira,,Downtown Eastside,49.27805,-123.0853,Entire home/apt,236,2,160,2025-08-07,2.39,1,307,33,Municipal registration number: 25-157931<br />Provincial registration number: H838537479
37636926,Stay comfortably as you home during Summer Time,284386573,Li,,West Point Grey,49.26412,-123.20605,Private room,,90,3,2019-08-31,0.04,1,0,0,Municipal registration number: 19-278094
37662511,Large bedroom in Executive PH - private bathroom,41746903,Coleen,,Downtown,49.27751,-123.11728,Private room,75,90,5,2024-12-08,0.13,2,363,2,
37664644,5 Star LUX Apt + amazing VIEW + heart of Downtown,284056469,Stanislav,,Downtown,49.2796,-123.12757,Entire home/apt,,90,67,2021-11-29,0.92,1,0,0,Municipal registration number: 21-158050
37687267,are you in need of a room,259226250,Alex,,Marpole,49.21915,-123.12811,Private room,,90,0,,,1,0,0,
37742144,Walking distance to bus station and shopping areas,233403940,Khac Hung,,Victoria-Fraserview,49.22252,-123.05907,Entire home/apt,,90,2,2019-09-29,0.03,1,0,0,Municipal registration number: 19-175914
37746138,Mt Pleasant Cozy+Safe+Zen Condo!,254639639,Julia,,Mount Pleasant,49.26443,-123.08758,Entire home/apt,,150,0,,,1,142,0,
37780311,Historic Luxury Gastown Loft-Close to everything!,260920400,Chanel,,Downtown Eastside,49.28171,-123.10433,Entire home/apt,,90,4,2019-09-30,0.06,1,0,0,Municipal registration number: 21-158132
37803333,"Modern 2-Bedroom, Rooftop Views & Free Parking",5335111,Eric,,Downtown Eastside,49.27968,-123.10015,Entire home/apt,,3,128,2025-08-02,1.79,12,42,27,Municipal registration number: 25-156640<br />Provincial registration number: H481337433
37832713,Modern 1Bdr in Yaletown with Water Views,34937310,Betty,,Downtown,49.27297,-123.12664,Entire home/apt,130,90,6,2025-01-31,0.18,1,204,1,
37832890,"Spacious, bright character home",130679392,Xochitl,,Hastings-Sunrise,49.28421,-123.04696,Entire home/apt,508,1,17,2025-07-27,0.24,1,163,5,Municipal registration number: 24-241535<br />Provincial registration number: H549122559
37887956,★Downtown/RogersArena★✓Parking ✓Pool ✓Hot-tub ✓Gym,37514613,Ana,,Downtown,49.27967834472656,-123.10883331298828,Entire home/apt,490,2,143,2025-07-31,1.97,1,35,24,Municipal registration number: 25-157401<br />Provincial registration number: H387012408
37890516,Prime Location : Two Bedroom Modern Condo,766228,Michael,,Mount Pleasant,49.26424,-123.0995,Entire home/apt,367,1,39,2025-08-04,0.54,1,19,15,Municipal registration number: 25-157145<br />Provincial registration number: H182025273
37904804,"Licensed 2025 professionally designed, A/C!",287146425,Kelly Anne,,Riley Park,49.23534,-123.10049,Entire home/apt,489,3,106,2025-07-27,1.48,1,258,25,Municipal registration number: 25-156363<br />Provincial registration number: H588026681
37911026,Artist’s Full House |4BRs | Pet Friendly,287170983,Yuan,,Dunbar Southlands,49.23726,-123.18148,Entire home/apt,817,1,26,2025-07-08,0.36,3,218,5,Municipal registration number: 24-157806<br />Provincial registration number: H455221926
37940015,30% Off - City Cottage Studio Bedroom,113740248,Ellen,,Kensington-Cedar Cottage,49.25278,-123.08373,Entire home/apt,205,1,123,2025-08-01,1.69,2,90,29,Municipal registration number: 24-157338<br />Provincial registration number: PM006636646
37962482,Cozy South Vancouver Studio,287810873,Jacob,,Sunset,49.21958,-123.09177,Private room,,90,0,,,1,0,0,Municipal registration number: 19-282412
37968155,Newly Updated Downtown Penthouse Condo,134766121,Angel,,Downtown,49.27847,-123.12381,Entire home/apt,551,3,19,2025-07-22,0.26,2,121,11,Municipal registration number: 25-180787<br />Provincial registration number: H696040460
38045142,Best Location and Fair Price,288684908,Isaque,,West End,49.28442,-123.13365,Entire home/apt,,90,30,2020-03-13,0.42,1,0,0,Municipal registration number: 20-163214
38061672,★ Modern Private Suite ★ | Close to Everything,187588818,Michael,,Renfrew-Collingwood,49.25402,-123.04108,Entire home/apt,139,1,332,2025-07-26,4.59,1,342,66,Municipal registration number: 25-156357<br />Provincial registration number: H597408609
38067381,Beautiful Loft in trendy Yaletown,87675663,Krista,,Downtown,49.27427,-123.12573,Entire home/apt,200,90,7,2025-03-09,0.19,2,343,4,
38131507,The Secret Garden Suite,12622203,Annie,,Kensington-Cedar Cottage,49.25319,-123.08629,Entire home/apt,199,3,79,2025-07-29,1.09,1,20,15,Municipal registration number: 25-157809<br />Provincial registration number: H002272690
38132171,Room in Downtown Vancouver Near the Beach,289686182,Barbara,,West End,49.29053,-123.13676,Private room,,90,6,2019-09-22,0.08,1,0,0,Municipal registration number: Exempt
38160401,Downtown Vancouver Studio - Professionally Cleaned,289942416,Gurdave Brandon,,West End,49.28322,-123.13008,Entire home/apt,79,90,271,2025-06-30,3.81,1,224,3,Municipal registration number: 22–156887
38191572,Brand new apartment in beautiful East Vancouver,2038204,Bradley,,Hastings-Sunrise,49.28141,-123.04643,Private room,,90,3,2019-09-30,0.04,2,0,0,Municipal registration number: 19-290238
38194421,"Clean, Cozy, and Convenient DT Condo + Workspace",65252743,Marianne,,Downtown,49.27812,-123.1284,Entire home/apt,,90,34,2025-06-02,0.48,1,79,5,Municipal registration number: 20-163309
38234381,Quiet Kitsilano condo!! Steps to beach & 4th ave !,278363112,Bb,,Kitsilano,49.27159,-123.16076,Private room,100,90,21,2024-12-23,0.30,1,312,3,
38242671,ComfySuite in Joyce&Kingsway Near Train/Restaurant,90279657,Jacqueline,,Renfrew-Collingwood,49.23529,-123.03426,Entire home/apt,156,2,124,2025-07-07,1.74,1,253,11,Municipal registration number: 25-156371<br />Provincial registration number: PM838771462
38243837,"Stunning views - Gastown, 1 parking",180376660,Robert,,Downtown Eastside,49.28185,-123.1083,Entire home/apt,656,2,48,2025-08-03,0.73,1,322,31,Municipal registration number: 25-158247<br />Provincial registration number: H177842704
38248601,Simple home close to UBC & Kitsilano,93965803,Blair,,Dunbar Southlands,49.25695,-123.19311,Entire home/apt,,90,0,,,1,0,0,Municipal registration number: 19-271717
38300376,New modern 2BR apartment located in East Village,2038204,Bradley,,Hastings-Sunrise,49.28141,-123.04643,Entire home/apt,,90,6,2019-11-17,0.08,2,0,0,Municipal registration number: 19-290238
38376044,Heritage Home topfloor backyard train-free parking,259607286,Suzyn,,Kensington-Cedar Cottage,49.25103,-123.06134,Entire home/apt,289,1,82,2025-07-20,1.14,1,26,26,Municipal registration number: 25-122328/ 25-158118<br />Provincial registration number: H833510369
38411887,Quite/private 1 bedroom suite to put your feet up,196192592,Despina,,Shaughnessy,49.25609,-123.15126,Entire home/apt,,90,36,2023-08-31,0.50,1,0,0,Municipal registration number: 23-157009
38488766,"Entire place 2beds in Kerrsidale, close to UBC",15541566,Rach,,Arbutus Ridge,49.23532,-123.16411,Entire home/apt,,4,150,2025-07-19,2.09,1,235,15,Municipal registration number: 25-156373<br />Provincial registration number: PM168011458
38599344,Loft adjacent to Yaletown,2051561,Christine,,Downtown,49.27748,-123.1282,Entire home/apt,,90,25,2025-06-27,0.36,1,83,5,Municipal registration number: 24-157815
38603948,Urban Garden Suite,7700053,Maria Margarita,,Riley Park,49.253013610839844,-123.10452270507812,Entire home/apt,203,2,75,2025-08-07,3.57,1,69,41,Municipal registration number: 24-160186<br />Provincial registration number: H415708392
38762538,The Howe - 1BR Downtown Vancouver,109845,Alicia,,Downtown,49.28049,-123.12481,Entire home/apt,186,90,15,2025-01-07,0.22,4,195,4,
38781640,Vancouver condo w/ spectacular view/Tasteful decor,84807056,Han,,Downtown Eastside,49.28167,-123.08239,Entire home/apt,,90,0,,,1,0,0,Municipal registration number: 19-290383
38785483,Marpole Cozy and Comfort Home,71741275,Jason,,Marpole,49.21055,-123.13338,Private room,122,1,164,2025-07-28,4.06,1,176,32,Municipal registration number: 25-156835<br />Provincial registration number: H169787621
38817452,Luxury 2 bdr 2 bath with mesmerizing views,35497123,Abbas,,Downtown,49.28854,-123.12238,Entire home/apt,292,90,8,2024-09-15,0.15,1,331,2,
38821207,Unforgettable Ocean & Mountain Views Steps from DT,297106721,Gurleen,,Downtown Eastside,49.28231826705319,-123.08339708360154,Entire home/apt,245,1,382,2025-07-26,5.46,1,214,70,Municipal registration number: 25-156374<br />Provincial registration number: H117078400
38855495,"5 min walk to VGH, 10 min drive to Downtown",23797503,Monette,,South Cambie,49.2552,-123.12238,Private room,,90,10,2023-09-22,0.14,1,0,0,Municipal registration number: 23-158546
38871382,Bright Room in a Quiet Family Home,126456251,Terri,,Riley Park,49.24029,-123.09964,Private room,172,30,38,2025-07-20,0.56,5,111,5,Municipal registration number: 25-155934<br />Provincial registration number: H316167112
38880792,Yellow Door Apartment,1688316,Adrienne,,Grandview-Woodland,49.26615,-123.057,Entire home/apt,226,3,145,2025-08-05,2.05,1,221,33,Municipal registration number: 25-156007<br />Provincial registration number: H764757928
38912419,Chic One Bedroom Condo in Downtown Yaletown,298026764,Justin,,Downtown,49.2755,-123.12554,Entire home/apt,,90,0,,,1,0,0,
38925288,Central Comfortable 3 Bedrooms 4 Queen sized Beds Suite near Skytrain,298126460,Bob,,Renfrew-Collingwood,49.2611,-123.03897,Entire home/apt,,90,22,2020-03-19,0.31,1,0,0,Municipal registration number: 20-176031
38952827,Cozy Modern move in ready.,15630601,Shanna,,Downtown,49.27589,-123.13115,Entire home/apt,175,90,9,2023-06-03,0.14,1,252,0,
38977330,New Cozy & Beautiful Private Suite Near Skytrain,296363094,Audrey & Chef Tom,,Renfrew-Collingwood,49.24011,-123.04379,Entire home/apt,109,3,317,2025-07-25,4.53,1,121,43,Municipal registration number: 25-156379<br />Provincial registration number: H170032286
39038187,"Stunning 2BR Condo , Gym+Pool, Amazing View!",15232103,Medi,,Downtown,49.27866,-123.12038,Entire home/apt,,90,1,2019-12-17,0.01,1,0,0,
39058032,"Brand new, private suite @ Trout Lake Beach",78141890,Surita,,Kensington-Cedar Cottage,49.25874710083008,-123.06147003173828,Entire home/apt,126,2,124,2025-07-07,3.37,1,300,33,Municipal registration number: 22-258324<br />Provincial registration number: H920984691
39064873,Live like a local in historic Gastown!,299415932,Gotham,,Downtown Eastside,49.28159,-123.10414,Entire home/apt,291,2,488,2025-07-31,6.90,1,295,66,Municipal registration number: 25-165132<br />Provincial registration number: H862086912
39079351,Spacious Summer House in Central Vancouver,299518072,Justine,,Kensington-Cedar Cottage,49.24918,-123.08086,Entire home/apt,,90,5,2020-02-08,0.07,1,0,0,Municipal registration number: 20-163418
39084440,"Central, quiet Vancouver home for your summer stay",12436810,Victor,,Hastings-Sunrise,49.27511,-123.04992,Entire home/apt,,90,0,,,1,0,0,Municipal registration number: 20-202236
39092193,Two bedroom suit : 1 min from Canada line train,131221603,Hadas,,South Cambie,49.25078,-123.11917,Entire home/apt,238,3,17,2025-08-04,0.24,1,152,11,Municipal registration number: 25-237837<br />Provincial registration number: H969266071
39114405,Elegance and Incredible Views in City Centre,299095641,Virginia,,Downtown,49.28028,-123.12415,Entire home/apt,,90,95,2025-07-23,1.34,1,63,1,Municipal registration number: 20-163391
39155745,Luxury 1-Bed 1 Bath West Coast Escape,104038743,Brandon,,Sunset,49.21436,-123.0963,Entire home/apt,137,91,53,2024-05-01,0.75,4,116,0,Municipal registration number: Not Applicable
39156259,Central downtown spot,63260107,Song,,Downtown,49.28177,-123.11722,Private room,,90,1,2019-10-20,0.01,1,0,0,Municipal registration number: 13-209847
39161774,"1200sqft 3br/2ba+Office, Pool, Gym, Views, Central",293583929,Stephen Robert,,Downtown,49.27796,-123.10749,Entire home/apt,592,3,164,2025-05-11,2.38,5,237,14,Municipal registration number: 25-195751<br />Provincial registration number: H942065224
39172904,Retro Suite in an Artist's House,256921782,Nicole Renee,,Downtown Eastside,49.27722,-123.08003,Entire home/apt,,2,70,2025-07-31,0.99,1,1,28,Municipal registration number: 24-214597<br />Provincial registration number: H625689612
39178893,Monthly - Luxury 1BR in Yaletown + free parking!,188937423,Christy,,Downtown,49.27585,-123.11436,Entire home/apt,,90,16,2020-03-10,0.23,1,0,0,Municipal registration number: 19-305071
39179616,Modern Suite with King Bed In Kitsilano,296621330,Elizabeth,,Kitsilano,49.26871,-123.18393,Entire home/apt,230,11,45,2025-07-31,0.64,1,88,5,Municipal registration number: 24-158424<br />Provincial registration number: H660008036
39205913,The Nest,79396079,Shirley,,Killarney,49.22974,-123.03839,Entire home/apt,,90,2,2019-10-27,0.03,1,0,0,Municipal registration number: 19301585
39228808,Charming Garden Suite Near 'The Drive',9537622,Ashley,,Grandview-Woodland,49.27393057794724,-123.07363901915846,Entire home/apt,155,3,123,2025-08-04,1.76,1,35,38,Municipal registration number: 25-157392<br />Provincial registration number: H507892346
39250456,'The Nest' private suite in east Van with chickens,945960,Joshua,,Kensington-Cedar Cottage,49.24851,-123.07014,Entire home/apt,98,2,195,2025-08-01,2.79,1,34,39,Municipal registration number: 25-156380<br />Provincial registration number: H688871248
39252205,Cozy 2bedroom (Skytrain Broadway & Commercial),134291769,Fay,,Mount Pleasant,49.26342,-123.07864,Entire home/apt,100,90,9,2023-10-03,0.13,3,179,0,
39258825,Spacious Condo with a KILLER VIEW  3 Month Minimum,301400708,Eugene,,West End,49.28866,-123.12936,Private room,131,90,10,2020-02-04,0.14,1,362,0,Municipal registration number: 19-309246
39259074,Downtown Luxury Beach View Condo w/AC,56643031,Mowafaq,,West End,49.28567,-123.13989,Entire home/apt,309,2,33,2025-08-04,6.39,1,80,33,Municipal registration number: 22-277517<br />Provincial registration number: H798440667
39269360,Licensed 2025 Heritage house near dtown & AC!,31065,Mj,,Downtown Eastside,49.27976,-123.08836,Entire home/apt,298,5,10,2025-07-06,0.23,3,30,1,Municipal registration number: 25-156472<br />Provincial registration number: H506067015
39321923,"Waterfront View, Downtown, Skytrain, Convenient!",263963234,Michael,,Downtown,49.27417,-123.11659,Entire home/apt,235,90,35,2025-06-15,0.50,2,196,3,Municipal registration number: 20-163484
39340389,Historic Mid Century Loft Oasis in Prime Gastown,4292086,Anne,,Downtown Eastside,49.28151,-123.10367,Entire home/apt,110,90,52,2024-12-30,0.74,13,343,2,
39390429,Luxury Condo 1 Bedroom+Den in Yaletown Vancouver,69754890,Aleix,,Downtown,49.27495193481445,-123.11550903320312,Entire home/apt,145,90,23,2025-05-20,0.34,1,365,4,Municipal registration number: 19-307894
39393407,Cozy & Modern 1BR Private Suite Prime Location,292989397,Susan,,Renfrew-Collingwood,49.2557,-123.04308,Entire home/apt,170,2,48,2025-08-06,0.70,2,259,45,Municipal registration number: 25-156372<br />Provincial registration number: H112972437
39421282,Lovely & Cozy 1BD Basement Suite.,301560008,Joe,,Kensington-Cedar Cottage,49.25009,-123.06371,Entire home/apt,102,2,130,2025-07-18,1.84,1,109,19,Municipal registration number: 25-155994<br />Provincial registration number: PM191672229
39442065,1 bedroom in shared townhouse,208730248,Samiah,,Fairview,49.258474,-123.124651,Private room,108,1,65,2025-07-27,0.93,1,291,11,Municipal registration number: 25-156387<br />Provincial registration number: H432170640
39487783,Central Location in Vancouver - Guest Suite 远方的家,43310687,Ken,,Renfrew-Collingwood,49.23366,-123.03118,Entire home/apt,,360,13,2020-04-04,0.19,1,0,0,Municipal registration number: 19-309590
39535545,Artist loft near main street skytrain and Downtown,47497502,Dhruv,,Mount Pleasant,49.26744,-123.09784,Entire home/apt,293,1,424,2025-08-01,6.11,1,218,108,Municipal registration number: 25-156385<br />Provincial registration number: H608619287
39536993,"Condé Nast’s Top Vancouver Townhome: 3-BR, 2-BA",2551475,Jonas,,Kensington-Cedar Cottage,49.2541995,-123.0852983,Entire home/apt,534,4,80,2025-07-27,1.16,1,112,19,Municipal registration number: 25-156195<br />Provincial registration number: H233213610
39553326,Wonderful 1-Bedroom Condo,58955378,Denis,,Downtown,49.27795,-123.12939,Entire home/apt,101,90,23,2025-07-04,0.34,2,103,1,Municipal registration number: 20-163492
39563643,Vancouver west Retreat,303992727,Kun,,Marpole,49.2112400444456,-123.14313478767872,Entire home/apt,487,1,93,2025-07-26,5.85,1,110,69,Municipal registration number: 25-176666<br />Provincial registration number: H654830975
39588544,"Cozy, Private Room in a Quiet Family Home",126456251,Terri,,Riley Park,49.24027,-123.10175,Private room,74,90,27,2025-07-31,0.39,5,102,4,Municipal registration number: 25-155934<br />Provincial registration number: H316167112
